Ratings,Reviews
4.0,"Nice presentation of the food on plates. They have a good variety of brunch items, friendly staff and outdoor seating on the back patio. Fable was a great experience! We will be going back. The Bloody Mary was fantastic, as was my peach tartine. Delicious! Their covered back patio and fountain were cute as well."
1.0,"$25 + tip + surcharges = over $30 for a few tablespoons of C grade risotto. Dining partners salmon the size of a playing card. Chicken tasting rabbit came with a super stingy dollop of mashed potatoes and 1/2 carrot the rabbit did not get a chance to eat.It's been quite a while since I've run into a dinning establishment emphasizing super small portions at super prices for the sake of pretentiousness. I thought that whole thing died as unsustainable a long time ago.This is the worst food/value proposition I've run into in a long time and that includes a few pretty expensive Michelins.Poesia or Frances is a much, much better choice. Then of course there is Mama Ji's.I was gonna give this two stars cause the dessert was good and the beer reasonable. Eating here you will have lots of room for dessert. Maybe another star cause the service was good. But one of the dining companions had some nasty intestinal issues shortly after the salmon. Injury to insult."
5.0,awesome food! Loved the quinoa bowl. Was delicious and healthy. Great vibe and garden setup for brunch. Great outdoor seating!! Friendly staff!!
5.0,"Food was amazing. Appetizers and mains were all delicious. Good prices for higher end food, as well and great service. Will absolutely come back."
5.0,I know i have written a review about Fable b4 but i really like to update how wonderful and amazing the staff and owners have become with the peeps . We generally choose a different place around the hood to do bday brunches and well this month was Fable and well never disappointing at all . We requested our fav table and we got it and the service was outstanding . The owner sat us and also came back to check with all the tables and peeps to make sure everyone was happy and satisfied with their food.  We always joke about places running out of coffee cups for it did happen and the place we went to was only open for 30 minutes before we arrived. That is a big NO NO on a Sunday esp brunch. But that would not happen here at all and I truly think the staff would run arcoss the street to PHIZ to get us coffee if they ever did run out! lol.. I just wanted to really say how wonderful it is to have places in the hood STAY and the hood support them by going to then for they are dependable . I love it ! Thank Byron and all the other staff at Fable for making D's birthday a wonderful one!
4.0,"A great surprise. The patio is fabulous, the food and service were solid, and the strawberry shortcake was the best I have ever had outside of my mom's kitchen . Worth a visit."
4.0,"I was convinced that Starbelly was the only good restaurant in the Castro (and lez be honest, Starbelly ain't THAT good), but I'm glad that I can add Fable to the list. Their menu is kind of like Miley Cyrus: you know she's basic as fuck, but you like her anyway. My main take-aways:-Remember to get the chicken. -Remember to get the corn and shishito peppers (when they're in season)-And most importantly, remember to starve yourself prior to eating at Fable so you can have your daily carb limit with their mac and cheese. Trust me, it's worth it."
4.0,"If I were one of those people who gave five stars for everything that met all my expectations I would, but I'm one of those who only give one- and five- star ratings for experiences that are either horrible or wonderful. This is okay. I have seen this space cycle through a number of restaurants and this iteration is about as good as any of them. The pricing is about what you'd expect or a little better, the food is about what you would expect or a little better. They have a nice patio. There are some interesting things on the appetizer menu but I cannot remember what they are now. The service was better than average, probably because the restaurant is small and they've plenty of people. I would say the best thing about Fable is that it's a place where you can get a pretty nice meal and actually get into (all of the nice places we used to drop in on are totally mobbed nowadays)."
5.0,"The French toast on the brunch menu was delicious. Was sat outside and, despite a hailstorm, remained dry! The wait staff were very friendly. Will definitely go back"
4.0,"Soft opening tonight. I felt at home in this environment . Amazing service( thanks Keith) very hands on approach to engaging customers.. I'll come back. Food was well presented and thoughtful flavors. A hit!Back to Fable for Valentines dinner. Another winning dinner. Byron definitely sets the tone for the restaurant and the service was excellent. Baby beet in parchment appetizer made me wanting more. I had the pot roast. Flavors blended well, melting in your mouth deliciousness."
5.0,"Hi, We went to fable for dinner i had the steak and my friend had the chicken with the bottle of wine, it was awsome place to go, it's a must try out place."
3.0,"Came here for brunch. Loved the garden patio dining and the burger was juicy and flavorful. The fries were pretty good. The wedge salad didn't look gorgeous but it was very tasty. Point Reyes blue cheese, beets, a variety of tomatoes, and crispy bacon pieces with a crisp wedge of iceburg was refreshing and delicious. The crab entree was tasty but the avocado/kale mix under the crab was just too mushy and soft, and the wonton strips too soggy. Service was adequate and friendly and the mimosas were only $9 each"
3.0,"Not that great of a brunch. The food overall just wasn't good, not too many potatoes and they looked pretty bad, eggs also didn't taste that great. Haven't tried dinner though"
1.0,"We went for brunch on 8/2/2014. We ordered the Western omelet.  It was tasteless, no only the omelet, but also the potatoes were tasteless, onions and red sweet peppers were burned. Well, we are not going back EVER!!"
1.0,Aah where do I begin with this mediocre eatery?  Slow sloppy service and they have the gall to use cheap yellow American cheese in the burger.  Inexperienced waiters.
4.0,"Been here twice now and would say that 4 stars is a great rating for this restaurant--the food won't absolutely blow you away, but you'll still get a very good meal. Each time my gf and I have tried the special of the night--1st it was a scallop and caviar dish that was incredible, second time around it was a corned beef dish in celebration of St. Patty's day. Why mention this? It seems like both times the seasonal dishes were more creative and came together better than the dishes we got off of the regular menu (the scallop and duck confit on the menu--tasty but heavy). Maybe it's just luck, but the chef really knows how to make a nice special dish with fresh and new ingredients. The service here is 5 stars--all the stuff you'd expect from a nice restaurant in SF. Overall a good place for a date night/small group dinner in a safe neighborhood where parking isn't too rough. Plus it's never a dull time walking along Castro street."
5.0,"My friend recommended this place as its his local favorite and I can tell why - great food, reasonable prices, good service, and fun environment.My friends and I split 4 bottles of wine (recommend their cab), appetizers, 5 entrees, and 2 desserts (def get their chocolate dessert) and it was only $90 a person for all that food."
5.0,"Absolutely outstanding meal.  Wife and I went here for our 1 yr anniversary dinner (we wanted to keep it casual).  Really outstanding beginning straight away with their warm bread and pink salted butter.  The fried pork cheek was possibly one of the richest things I've ever eaten in my life, and the pickled salad they serve it with is perfect.  The portions aren't huge, but between the bread, app, two entrees and dessert we definitely didn't leave hungry.  The wine wasn't the best I've ever had, but it was a blend, and not too pricey (like 30$)."
4.0,"Went there for an early dinner before a show at The Castro. The outside was a little nondescript and hard to find, especially with the sidewalks being torn up all up and down the street for renovations. Inside though was stylish and a great atmosphere. We dined on the back patio, which has a canopy and garden and fountain. It was a very pleasant environment.The service was outstanding. Attentive without being overbearing. I'm not a wine drinker, but our server made a recommendation and it was probably the most I've ever enjoyed a glass of wine.We started with the Dijon Crusted Braised Pork Cheeks, which were OUTSTANDING! The serving size was just barely enough for two, but it just made you appreciate it that much more. The rest of the meal was a little hit and miss, but I think my wife enjoyed it more than me. I got the rabbit, done two ways. Part was breaded and served with risotto and a okra gumbo with the remaining rabbit being stewed. I thought the crust on the rabbit was way too salty and over seasoned. That may just be me though, I know I'm a little more sensitive to saltiness than most. My wife was able to finish it for me and didn't have any complaints.The prices were a little high for a casual after-work hang out, but for a date, I would definitely recommend checking it out."
5.0,First time I really enjoyed this place so I went back for second time with my fiancé. I love how they greet you upfront. The restaurant has very low lighting which makes it very romantic.I really enjoyed their house wines as well as their food. I am not going to talk about my specific food because they keep changing the menu. I would 100% recommend this place. It is a great ambiance with great food and its quite enough that you can hear each other.
4.0,"Fable is a cute, charming and cosy little restaurant in the heart of the Castro. The quality of service and the ambiance definitely make up for the lack of space. The staff is very friendly and the outdoor patio is gorgeous - perfect for brunch on a sunny day. The food is amazing. The grilled king salmon is by far my favorite. The combination of sweet and savory with a touch of crunchiness make this dish very unique and tasty. Highly recommended!"
1.0,"Nov 2017:  My partner wanted to give this a second chance so went there for a brunch.   I remembered an awful experience I had at Fable a year ago (see below) but wanted to give it a second chance.I immediately noticed that the restaurant was not full as it was usually in the past.  We sat down inside.  After I ordered the quinoa with duck confit, I started enjoying the environment (trying to keep my mind open).   When the dish arrived, I was shocked to find that there was no duck confit. I searched it carefully and did not find it. I then asked my partner to confirm that.  He did not see any duck confit.  When I called the waiter back to explain, he awkwardly said that they dont serve it anymore. I then asked him why he did not tell me upfront. He said ""I forgot"".  Oh really? I then asked him if he expected me to miss that and pay the full price ($17) just for a bunch of quinoa? He said 'no"" and I then felt very uncomfortable and my partner and I got up and left. Before we left, the manager approached us and asked what was wrong. I explained to him and he said they were doing the best. Really??? If they were doing the best, they could have crossed out the dish or told us upfront.  This place is becoming really B.S.  I am not definitely coming back, and encourage you to not to patronize this S_____Y place.Feb 2016: Our waiter danric was awful. He didn't check on us and he didn't make sure we got enough water and coffee. He completely ignored us.  He did awful job with the other table where people were waiting for a long time.  He didn't show any apology when I brought up issues and my concerns.  I'm not coming back for lousy service and lousy food.After I wrote this, and then read other reviews and it seems that I am not the only one who feels that way. I also brought up my concerns to the host but he did not give a damn too.  I think Fables will not be around for a long time.  I am so disappointed in this restaurant, food, and service.  What a shame."
1.0,"An ingredient for my dish was substituted for another one, which I happened to be allergic to, and I was not informed. I had to ask the waiter if a substitution had occurred after I noticed it in the dish. He was unapologetic. I sent it back and got a different dish. I was astonished to find out the restaurant did not comp my meal. I left a voicemail for the manager about my situation to give him or her the opportunity to get in touch before I wrote a review, but no one reached out."
5.0,"Great food, even better service. We got the pork cheeks to start, then shared the roasted chicken breast and salmon - all of which were amazing. The back patio is beautiful and the heat lamps are perfect for the chilly San Francisco nights... and you're missing out if you don't finish with an order of bread pudding."
4.0,"This is a reliable, accessible, above-average brunch spot. It is fairly easy to get a reservation the day before, even for a party of 8 like we had. It's one of few places in the city that can accommodate that. The back patio is a prime spot on a nice day, and yesterday was no different. The food is always good to very good.  I've had brunches in the city that may cause me to give a more exuberant response. But Fable is always consistent. It tends to be our go-to for brunch before an afternoon at Dolores Park."
5.0,"fantastic food. great service, amazing vegan options. we bring all visitors to the city here and fable is always 5 stars. thank you for making food amazing!"
5.0,"This is a cute place that's only a short walk away from the muni station. I really liked sitting in the outdoor area with the small garden. It has a really nice atmosphere. But be warned that it looks like this place gets really busy, especially on weekends, so it's probably best to make a reservation if you can. I had the french toast and it was a real delight! Although this place is a little out of my way, i do think i'll be back again sometime - not to mention it's a hop, skip, jump away from hot cookie for a sweet finish ;)"
3.0,"Bf took me here for mystery dinner.Cute place,Interesting decor,love the open kitchen, really tiny kitchen.Pork cheek appetizer was really good. The kate and apple salad with it went really well together. Lamb shank, was okay. I couldn't tell that it was lamb, even though the meat was very tender. Pork chop was cooked perfectly. Nicely seasoned.Overall I think this was a really nice date, but I'm not sure I'd want to come back. Was good, but expensive.Service was great though."
3.0,"Nice place, cool decor, friendly staff, okay food, really small portions: I made a reservation after viewing menus on Yelp & OpenTable. When we arrived we discovered that several of the lower-priced items that we saw online weren't on the dinner menu. This has happened once or twice before with smaller places in SF. I'll stop short of accusing the establishments of a ""bait & switch"" but it does make one wonder. We ended up ordering a couple of starters and drinks, everything (pork cheek & soft-shell crab sliders) were pretty good, but nothing extraordinary. Portions were unbelievably small for the price."
4.0,Brunch was lovely.Southern fried chicken sandwich was yum worth the delicately pickled cabbage and peppersSide of French toast provided a perfect little sweet touch.Bloody Mary was good. But for me a touch more Tabasco would do the trick.Will have to try out dinner menu next.
5.0,"Gorgeous back porch, great service, and good food.  An 11 am reservation on a Saturday was wonderful, as they started to get busy around 12:30."
5.0,"Fable is a welcome replacement for several ""meh"" restaurants that have occupied this space previously.  Their food is excellent italian that I would call thoughtful and interesting but unpretentious.  It won't satisfy adventurous foodies, but it's much more authentic and interesting than watered-down American-Italian joints.  The service was fine but unremarkable; they couldn't seem to decide if they are going for casual and friendly or more formal.Overall though I'm a fan, and Fable has rapidly become a go-to spot for dinner for me."
5.0,Looked up fable on yelp made the reservation right on yelp :) we were very impressed food was wonderful everyone  was very friendly basically had a great experience would def recommend! My only knock would be I wish menu was larger.
4.0,"Eclectic find in the Castro area. Chicken Caesar salad is moist, flavored and delicious. Bistro burger is super juicy and tasty. Spicy lava cake was a great finale.Service is outstanding"
2.0,"My dish arrived suspiciously fast but I was happy to dig in quickly. I had the pork meatloaf with tomato ""fondue"". The meatloaf was cold, and simultaneously dry and chewy. The carrots on the plate were charred on the outside but somehow still crunchy and mostly uncooked on the inside. The veggies under the meatloaf were basically floating in the liquid they were cooked in. My friend had the sea bass, which was totally overcooked. It was on a bed of grits that was gummy and flavorless. I've had better grits at diners for $5. The brussels sprouts her dish came with were underseasoned. The service was great as was the decor and overall vibe, but the food was awful. The dishes cost about $25 each, but you couldn't pay me $25 to eat here again."
5.0,"This review is for brunch only.GREAT! We sat outside on their patio which was super quaint. The service was excellent, and the menu was super easy to choose from once I saw that their was a pork belly eggs benedict. Tasty too."
5.0,"Went here with my girlfriend for dinner and made a last minute reservation. We had the mac n cheese balls and mussels to start...sooooo good! For dinner we had the steak with the most delicious potato side dish. Overall, great service and not sure why everyone's complaining about the price. Its good quality food and you get what you pay for."
2.0,"After reading all the terrific reviews, I was expecting this to be a better experience, but it was just okay.  Can't really move it up to three stars, as I wouldn't endorse eating here.  We happened to hit it on a rainy night and were set outside.  Even with the heat lamps on, it was a bit chilly and there was a constant sound of gurgling water behind his made it sound like one of the fairy tale giants was relieving himself throughout the whole meal.As for the food - It seemed to be inspired by Fairy Tale options - The lentil soup was actually pretty good.  There were large chucks on bacon in the soup, some with a little more fat than others, but it was a hearty soup and I could have had just that and maybe given them three stars.  We ordered two entrees - I had the pork chop.  It was so salty that I was downing water for the rest of the night.  The side items, kale and cauliflower, were also a bit salty.  My partner had the rabbit and just hated it.  It takes a brave person to order rabbit, but he'd grown up eating it, but just didn't like the mix of flavors with this item.  Service was okay as well.  Our waiter, very nice, but he got overloaded with a big table and we didn't see much of him after that.  There was one guy at the large table that was using his outside voice during the entire time he was there, so he was a bit of a distraction if you just wanted to enjoy the company of who you came with.  Wish it were better, but can't recommend this one."
4.0,Yum. Had a great meal here. Waiter was personable and knowledgeable. Will be back!
4.0,"I don't know how Fable ended up on my radar, but it did. I think it had something to do with a review somewhere saying how weird the decor was, and thinking I needed to check it out myself (it's really not weird at all). I came here with a friend that I hadn't seen it a very long time, and we went on a little dinner date. I hardly ever go out in the Castro anymore, either, so I wanted to find a place that would get me out of my normal haunts. The food was excellent. My friend and I split the dungeness crab appetizer, with orange segments, and it was refreshing and delicious. The portion of crab was very generous. Actually, you could add 2oz. of crab to any dish, if you wanted. I didn't opt for this, but I was really pleased to have had the option. I had the pork chop with a pomegranate glaze over grits. The pork chop was cooked well, and all the flavors melded together well. It was a good portion size, and wasn't at all overwhelming. For dessert, I had the new-to-the-menu-at-the-time parsnip cake. It was flavored well (think about it as a take on carrot cake), but perhaps a little too moist if you like a drier crumb. I, however, enjoyed its almost pudding-like consistency. I had a bite of my friend's apple crisp, and that was also well-executed."
5.0,"I love that Fable is just around the corner. I've been several times & have enjoyed every meal. Recently, I was hosted a friend that owns a restaurant, & suggested we dine at Fable. We painstaking planned our meal & wine pairings. We loved every bite. The service, even on a busy night, was really great. Little touches make the experience even better. We left very full, very satisfied customers. PS: Thank you for making me look good to a friend with a sophisticated palate."
4.0,"Recently I dined out with two friends of mine who happen to be amazing chefs.  We had an extended discussion about the lack of really great food in the Castro.  Yes, Frances is AMAZING, but you cannot show up there on a whim and have a lovely meal.So after a sub-par dining experience else where earlier this week, my hubby and ventured down to Fable to give it a try.  I crossed my fingers and toes that it would be good.  It was not only good; it was VERY good.  I would honestly give the food a 3.75 stars and the atmosphere and staff a 5 star rating.The interior is intimate and warm with an outdoor eating area (we sat at the chef counter).  Our waitress was lovely and attentive; food was prepared exactly as requested and well paced. You can actually hold a conversation in there without screaming and yet it was not dead pan quiet.Since we were on limited time (movie date night) we kept it simple.  I had the pork cheeks and kale salad (lovely flavors) and the sauteed brussel sprouts (with a balsamic reduction that was fantastic and with roasted black grapes).  The pork cheek salad was well portioned as a small plate and with a side of sprouts was plenty for a lighter meal.My hubby had the pork chop.  Let's just say, pork chops are his *thing*.  He likes them medium rare--and most places never get it right.  So he asked for it medium rare to slightly rare, and low and behold it was EXACTLY that.  Super flavorful with a side of bitter greens and grilled pears.  We actually asked the chef to commend his line staff for getting it right--the guys were very proud!Desert was a quick banana bread pudding.  OMG...we nearly licked the bowl.All in all, a lovely meal.  We will return again.  The moral of the story: try and try again."
4.0,Another great restaurant in the Castro.Good atmosphere. Very fine food and wonderful service.
3.0,"Decent. Great patio out back - definitely check it out. The food is good, but nothing to write home about. Decent service."
5.0,"I love this place! I have had dinner here and brunch. Service is great. Their patio in the back is amazing, loved sitting there for brunch. I highly recommend this place!"
5.0,I really appreciate Fable because they always have a vegan entree on the menu. I've had both their beetloaf and vegan lasagna and both were really delicious : )Make sure you call the day of to check what the vegan entree is- because what's posted online is a sample menu and not the actual menu. I was bummed once when I went and the vegan entree was mushroom based and I hate mushrooms.
5.0,"Came upon this restaurant based on reviews on top restaurant in castro. So far those reviews don't disappoint. Pretty much had a full course meal unexpectedly. From the appetizers towards dessert I have to say it's amazing. Wasn't expecting a unquie style of flavor on classic dishes, which goes well. They also take reservations through yelp, which was neat."
4.0,"Cons (this is why the restaurant is 4 stars instead of 5):- Prices keep increasing!  Within the past year they have been open, prices of entrees have gone from around $18-20 to $25-27.  It's great when a local restaurant makes it, but please don't do it at the expense of locals' wallets.  At the current pricing, this restaurant is miscategorized as a $$ establishment, and instead should be $$$.  Prices here are comparable to NOPA, which is categorized as $$$ on yelp.  To see proof of rising prices, take a look at some of the menu pictures posted on Yelp from the restaurant's earlier days then look at the current menu pricing.Pros:- The food was really good!  I enjoyed the duck confit dish and pear/ginger crisp.- The waiter was the right amount of attentiveness without being overbearing or aloof. - The set up of the restaurant is cozy, and I liked the bright orange napkins.  Decor is minimal but carefully thought out.- Small outdoor patio looks very cute (there are heat lamps), and after a couple months they are opening about 20 more seats in the back.Other:- Dinner only now, but once back patio is totally complete, it plans to open for brunch as well."
3.0,"evening reservations in the castro...quaint, casual, long and narrow fable...quite charming and nice...simple small menu variety for anyone...chicken, duck, lamb, pork, fish and even vegan...almost everything near $twenty main...simple bread and salted butter complimentary and good...under $fifteen starters...starting with strawberry salad and pork cheeks to share...dainty small plates of sweet strawberry and greens quite fresh....pork cheeks delicious and succulent...found the chicken breast to have a nice salted crust and similar on the tuna...grilled pork chops flavorful, decent and filling...sliced lamb okay, but boring...finding the meals quite simple and decent meal overall...$one-hundred-twenty-five total for four people..."
5.0,"Service was great, food was good. We had the whole inside to ourselves pretty much. The atmosphere is nice. We had pork cheeks, cauliflower, chicken breast, and a rib eye. The breast was tender and flavorful. The rib eye was cooked well. The pork cheeks where amazing and the cauliflower was so flavorful. I can't wait till they change the menu so I can try new dishes. It's evident the chef likes to cook and switch it up."
3.0,"Nice setup, food was pretty good. The dessert was the highlight for me. It's definitely higher priced than the $$ indicator suggests."
2.0,"Won't go back again. HIgh priced for very little food. And really, you're gonna charge for side dishes? Then at least offer more choices! The food was not all that good. I had the swordfish. It was so-so. Not worth the price. The ONLY good thing about the dinner was our waiter. He was very nice and attentive. All in all, I would not pay that kind of money for such little food that wasn't all that."
5.0,Great outdoor seating area. The French toast was delectable and the breakfast potatoes are reason enough to go. Definitely recommend as a fun brunch spot with friends.
5.0,We had one of our favorite meals in San Francisco here. Got a table on short notice with a last minute cancellation. Very attentive staff; and delicious food. Quaint little setting too.
4.0,Great service and vibe. Order the chicken breast (unique twist on the veggies that come with it) and the smoked gouda mac and cheese.
5.0,Love this restaurant .  The back patio is great. All food is fresh and yummy and James is the best waiter ever.
3.0,"Ugh...I really wanted to like this place.1. Rebuffed by the host. (Anyone remember Dana Carvey's host charecter on SNL? ""Wait at the bar, wait at the bar...."") 2. Our waitress was NOT in the mood. (Don't they realize that it's obvious when your being a bitch with a smile on your face?)3. Manager couldn't be bothered. (He literally asked if we we're okay from the KITCHEN.)4. Food was delicious but not amazing. (For $22, I expected more.)Most likely a perfect storm situation.  Worth a try I guess."
5.0,"We were lucky enough that our visit coincided with the chef making cioppino. I ordered it, and it was, frankly, the best cioppino I've ever eaten. Every piece of shellfish was perfectly cooked. The broth was just a little spicy - not too much or little - and very flavorful. Outstanding effort. We ate out on the patio. It was a lovely ambiance, and it was well supplied with infrared heaters, but it was still chilly. I'd recommend waiting until Spring.The staff is friendly. There is an online menu, but it's not always perfectly up-to-date. And in any event, the cioppino was a special."
4.0,"Nice and cute patio, interior is okay. Ordered all the starters and most things from the menu, best dish is the pork chop.  Everything else was good but nothing special."
3.0,Pros:I enjoyed the Tuna Nicoise appetizer and the Salmon dinner. Wine selections are decent. Plating presentation was nice. Nice decor inside and the outdoor patio was nice especially with having a garden. We will come back again to try Brunch.Cons: I have to agree with other yelp users that the Fable needs to update the menu online frequently as needed. The online menu did not match with the printed out menus when we arrived. We did not like that the waiter crammed everyone on the same row on the outdoor patio in the back. I personally think it is better to spread everyone out so they won't feel so awkward.
2.0,"Meh. Dry chicken and mediocre service at above average prices.  Atmosphere = zero. Loud kitchen noise everywhere. But, server was nice when handing us the check."
5.0,"Awesome food. Awesome service. We had the melon salad, superb. Salmon and pork chop for main, delish!!! Def coming back!!"
2.0,"The first thing they got wrong was to be sold out of particular beers and other food options at 11am (before their brunch rush) on a Sunday. I had to order drinks 3 times before I got a good option. Then the hostess comes out and tells us that a ""technical problem"" in the kitchen will delay all orders by 15 min. The food is served in small portions and is overpriced. I was there for brunch and they didn't have wild caught salmon, so they substituted farmed rainbow trout instead. They told me this before ordering, and I ordered it anyway. But there was very little fish on the plate. The rest were sides of veggies in little piles. Not sure what this dish is trying to be, other than skimpy and overpriced. There are better food options for your money in this area. (And I'm not a picky eater or food snob.) Getting the bill took 10 min., and something on it was wrong. The service of drinks and food was generally slow too."
5.0,"I think we finally found that high quality/reasonable cost restaurant we've been looking for in the CASTRO!  Three years of searching; how did it take this long?  There are so many really BAD places in and around the Castro, but Fable is the real deal.  The food is just excellent.  Juicy, well-spiced, tasty food.  Fries - fantastic.  Service - quietly proficient.  Nice outdoor eating area in the back with a pretty garden.  And good quality wines by the glass that are not overpriced.  We will most certainly be back....thank you Fable for filling a gap that has existed in our culinary map for far too long!"
5.0,Just ate here last night. Loving the dark romantic vibe....Food was excellent and so was the service!I enjoyed the braised pork cheeks....served with this perfect marinated kale salad topped with fried onions...The crispy chicken was phenomenal. Served with perfectly whipped japanese yam...I am definitely going back for that one soon.I also ordered a side of the padron peppers. delicious.Worth checking out ;)
4.0,"Is Fable a dream come true? Not quite but there are some good elements to this story.Positive things+the food was all good to excellent. We ordered five dishes all either starters or side dishes. We had:+the pork cheeks which was the best dish and really would make a good main. three cheeks with a great apple & greens salad.-sweet pea soup, it was good but one note in taste and texture & it was served way too hot+grilled artichoke, served with a great aioli and bacon crumble that perfectly cooked and served nice and warm+broccoli and morel gratin, there was simply not enough cheese it in and the morels were overwhelmed by the Béchamel sauce but it was still a very tasty dish-mac and cheese. We got the fresh crab with it was an extra 6 dollars. It tasted best once we mixed it into the mac and cheese. The mac and cheese had a nice flavour but it was missing the cheese and the French Spouse was very disappointed it didn't have any bread crumbs on it and wasn't gratined.We finished with a real French style chocolate mousse which was nice and think the way a mousse is in France and not a pot du creme which is often called ""mousse"" in the US.+The prices are very good for a San Francisco sit down dinner with everything under 20.  The portions are also good for the price.The less positive-super noisy, doesn't appear that they did any sound dampening and everything is hard surfaces, also there was horrible early 90's pop Rn'B playing loudly.-the host was a bit standoffish when we got there, our server forgot one our dishes, they brought out all the dishes at the same time, food was served way too hot with two dishes. All little things that can be improved.-They had almost no non-alcoholic drinks not even ginger ale or sprite or sparkling water.The restthe decor is hipster with wall paper that looks like wood, lots of antlers in bright colours and lots of prints of animals. There are mirrors with frosted glass prints of stags which the French Spouse found to be straight out of Vegas but I thought were hipster takes on tapestries. The space isn't large with bar seating and high tables in the front and more formal dining tables in the back. The patio wouldn't be open until the end of summer.All in all, this is a good addition to Castro and is a nice blend of good modern American food at reasonable prices."
4.0,"Terrific food. Portions a little on the small side. Service was really nice, but a bit slow/sporadic, especially considering it was a slow weeknight. Awesome patio. Overall great food and good spot."
5.0,"I called the night before and asked if they could change my reservation from 9 to 7:30 (9 was all that was available on open table). They made the accommodation happily by seating us on the porch, which was warm and comfortable. The waiter was wonderful as was the food. The timing of the dishes, their preparation and presentation were all wonderfully done. The jus with the steak could have been a little bit more plentiful, but was very well prepared. All in all a nice evening."
5.0,"We came here the other night for our dear friend Miles birthday. Let's put it this way, we were pleasantly surprised. Well, maybe I shouldn't be that surprised.I've been following Chef Jon around for a few years now. Anchor Oyster Bar, Woodhouse etc. and I've never had a bad meal from him.We had a wonderfully executed meal. Nothing too fancy but just with enough frill to make it a fine dining experience. We pretty much tried everything on the menu that night.1. Pot roast. 2. Chicken3. Beet-loaf4. Halibut5. Caesar Salad6. Gem Salad7. Pork Cheeks8. and all of the deserts including the cheese plate. Needles to say, everything was spot on! I TRIPPED-OUT on how good the Beet-loaf was! And I'm a carnivore! I'll eat anything that lives! Or lived! I'll get it again if it's on the menu. This item should be an in-house feature from now on. I refuse to believe that this is a vegan item! But I was assured that it was from the chef himself. Unfortunately, he would not tell me his secret. I highly recommend this for you non-meat eaters out there.The decor is (and I hate to use this word) whimsical and fitting for the intimate dining room. Cute pictures adorn the wall with all of your favorite Aesop characters. I really appreciated the color scheme. Grey's with orange accents. The orange, antler chandeliers were the perfect addition for the theme they're going for.Over all, a very comfortable dining experience. Casual enough for that quaint, neighborhood restaurant we'd would all love to have down the street. Yet fancy enough to be a dining destination. Although truthfully, I hope that this place stays a hidden gem. Fat chance though. It's pretty damn good!My only complaint is the paper napkins. But I was assured they were working on it.The staff is knowledgeable and expedient and it doesn't hurt that they are attractive as well. Lastly, the prices are amazingly low for what you get. I couldn't beleive the price-points! Not one entre above $22.00lb! Seriously! Is this the early ""90's or what? All told, I'll definitely be back. As a matter of fact, I'm going again on Wednesday. I love me some Beet-loaf!"
4.0,"Loved this spot!Attentive staff. Beet salad with goat cheese was good. A little overdressed for my liking. Baked potato was delicious. I usually don't like sour cream, but this was the perfect baked potato. Brussel sprouts were cooked with the right amount of salt.Pork chop was so good. Not as good as Nopa, but a close second.  A fine medium rare! Tender and delicious!Banana & wafer pudding lacked a little sweetness...maybe a caramelized banana would've added a little character. Maybe I should have opted for the chocolate mousse. Would go again. The Caesar looked awesome. Loved the presentation of the other dishes including the scallops and chicken."
3.0,"I love to cook and silently despise people who criticize my food.  Ironically, I must be a sucker for torture because I silently love their criticisms in the same way, as it allows me to refine my methods to make a better spread the next time around.  Ambiance was awesome, chef/owner was very nice and staff was very attentive.  After having waited for about an hour to be seated (we went to have drinks at another place and they conveniently called us when our table was ready, which was nice) we ordered a few items that seemed very palpable on the menu.  When we received our meals, they were very well presented and looked yummy but (think drum roll from national lampoons christmas vacation/no lights) they didn't taste as well as they were presented.  I ordred the pot roast and my friend ordered the lamb, both of which were just, meh. I loved that the pot roast was served on a bed of legumes and had a nice gravy poured on top of it and the meat was very tender but the flavor was pretty bland (kick the gravy up maybe?).  I can't speak for my friend's lamb but the taste I had was mediocre and left me wanting a richer sauce on that as well.  However, I AM glad I ordered the macaroni and cheese (goat cheese added a kick) and the chocolate mousse dessert was very delish (I think it had salted caramel whipped cream on top, YUM).   In end, I know this is a new place and it shows a lot of potential.  With a little fine tuning, I'm sure this place will become a tasty success. I'll see about coming back in a year for another review."
5.0,"Beautiful atmosphere, friendly service and delicious food. Couldn't have asked for a better date night experience. We both enjoyed the vegan lasagna and vegan ""Beetloaf"". We will certainly be visiting again!"
5.0,Absolutely 5 stars. But then again my friends own the place and I couldn't expect anything less. But you be the judge.Service is outstanding. The food was amazing...try the Pot Roast or the Chicken with one of their side dishes or the Gem Salad. Now one word of advice...MAKE A RESERVATION!!! or you are taking a chance since they have been solid booked since the first day they opened.
5.0,"I hesitate to write about this place because it's so fantastic and I'm greedy. I liked Fable a lot! Beautiful interior, a patio, gorgeous food, lovely servers, good wine. I will be back!"
